12ae6a12-9861-35d2-b841-5e9401dfa1c2,PRGO,2022-9-20,FDA Panel to Review Perrigo's (PRGO) OTC Birth Control Pill,Zacks,https://finance.yahoo.com/news/fda-panel-review-perrigos-prgo-152403616.html,1663082643,STORY
77be9816-6902-3d5c-927e-aa1ab3a1a433,PRGO,2022-9-20,FDA Schedules AdComm Review For First Over The Counter Birth Control Pill,Benzinga,https://finance.yahoo.com/news/fda-schedules-adcomm-review-first-104003330.html,1663065603,STORY
9f60f6d7-fa67-3894-b834-f7a13e1a8fbd,PRGO,2022-9-20,UPDATE 1-U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/1-u-fda-review-perrigos-162118290.html,1662999678,STORY
915076f4-52ae-39a4-865b-42bff4c80288,PRGO,2022-9-20,U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/u-fda-review-perrigos-birth-144005201.html,1662993605,STORY
46388b85-44b1-37a0-88fe-33adc94beee8,PRGO,2022-9-20,FDA schedules advisory meeting to discuss over-the-counter birth control,MarketWatch,https://finance.yahoo.com/m/46388b85-44b1-37a0-88fe-33adc94beee8/fda-schedules-advisory.html,1662992702,STORY
b63f98a9-5c57-30dd-bf65-c25b99b1f403,PRGO,2022-9-20,PERRIGO ANNOUNCES JOINT FDA ADVISORY COMMITTEE TO REVIEW OPILL® DAILY ORAL CONTRACEPTIVE FOR OVER-THE-COUNTER (OTC) USE,PR Newswire,https://finance.yahoo.com/news/perrigo-announces-joint-fda-advisory-133200401.html,1662989520,STORY
de25d743-8bd2-375e-a8fa-e4050b6f0894,PRGO,2022-9-20,Perrigo (PRGO) Down 8.2% Since Last Earnings Report: Can It Rebound?,Zacks,https://finance.yahoo.com/news/perrigo-prgo-down-8-2-153003910.html,1662651003,STORY
6435e9b1-9e0d-37ca-8692-fd3b7cf88ace,PRGO,2022-9-20,Is Perrigo (PRGO) a Smart Investment Choice?,Insider Monkey,https://finance.yahoo.com/news/perrigo-prgo-smart-investment-choice-180523458.html,1661191523,STORY
12ae6a12-9861-35d2-b841-5e9401dfa1c2,PRGO,2022-9-22,FDA Panel to Review Perrigo's (PRGO) OTC Birth Control Pill,Zacks,https://finance.yahoo.com/news/fda-panel-review-perrigos-prgo-152403616.html,1663082643,STORY
77be9816-6902-3d5c-927e-aa1ab3a1a433,PRGO,2022-9-22,FDA Schedules AdComm Review For First Over The Counter Birth Control Pill,Benzinga,https://finance.yahoo.com/news/fda-schedules-adcomm-review-first-104003330.html,1663065603,STORY
9f60f6d7-fa67-3894-b834-f7a13e1a8fbd,PRGO,2022-9-22,UPDATE 1-U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/1-u-fda-review-perrigos-162118290.html,1662999678,STORY
915076f4-52ae-39a4-865b-42bff4c80288,PRGO,2022-9-22,U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/u-fda-review-perrigos-birth-144005201.html,1662993605,STORY
46388b85-44b1-37a0-88fe-33adc94beee8,PRGO,2022-9-22,FDA schedules advisory meeting to discuss over-the-counter birth control,MarketWatch,https://finance.yahoo.com/m/46388b85-44b1-37a0-88fe-33adc94beee8/fda-schedules-advisory.html,1662992702,STORY
b63f98a9-5c57-30dd-bf65-c25b99b1f403,PRGO,2022-9-22,PERRIGO ANNOUNCES JOINT FDA ADVISORY COMMITTEE TO REVIEW OPILL® DAILY ORAL CONTRACEPTIVE FOR OVER-THE-COUNTER (OTC) USE,PR Newswire,https://finance.yahoo.com/news/perrigo-announces-joint-fda-advisory-133200401.html,1662989520,STORY
de25d743-8bd2-375e-a8fa-e4050b6f0894,PRGO,2022-9-22,Perrigo (PRGO) Down 8.2% Since Last Earnings Report: Can It Rebound?,Zacks,https://finance.yahoo.com/news/perrigo-prgo-down-8-2-153003910.html,1662651003,STORY
6435e9b1-9e0d-37ca-8692-fd3b7cf88ace,PRGO,2022-9-22,Is Perrigo (PRGO) a Smart Investment Choice?,Insider Monkey,https://finance.yahoo.com/news/perrigo-prgo-smart-investment-choice-180523458.html,1661191523,STORY
12ae6a12-9861-35d2-b841-5e9401dfa1c2,PRGO,2022-9-23,FDA Panel to Review Perrigo's (PRGO) OTC Birth Control Pill,Zacks,https://finance.yahoo.com/news/fda-panel-review-perrigos-prgo-152403616.html,1663082643,STORY
77be9816-6902-3d5c-927e-aa1ab3a1a433,PRGO,2022-9-23,FDA Schedules AdComm Review For First Over The Counter Birth Control Pill,Benzinga,https://finance.yahoo.com/news/fda-schedules-adcomm-review-first-104003330.html,1663065603,STORY
9f60f6d7-fa67-3894-b834-f7a13e1a8fbd,PRGO,2022-9-23,UPDATE 1-U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/1-u-fda-review-perrigos-162118290.html,1662999678,STORY
915076f4-52ae-39a4-865b-42bff4c80288,PRGO,2022-9-23,U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/u-fda-review-perrigos-birth-144005201.html,1662993605,STORY
46388b85-44b1-37a0-88fe-33adc94beee8,PRGO,2022-9-23,FDA schedules advisory meeting to discuss over-the-counter birth control,MarketWatch,https://finance.yahoo.com/m/46388b85-44b1-37a0-88fe-33adc94beee8/fda-schedules-advisory.html,1662992702,STORY
b63f98a9-5c57-30dd-bf65-c25b99b1f403,PRGO,2022-9-23,PERRIGO ANNOUNCES JOINT FDA ADVISORY COMMITTEE TO REVIEW OPILL® DAILY ORAL CONTRACEPTIVE FOR OVER-THE-COUNTER (OTC) USE,PR Newswire,https://finance.yahoo.com/news/perrigo-announces-joint-fda-advisory-133200401.html,1662989520,STORY
de25d743-8bd2-375e-a8fa-e4050b6f0894,PRGO,2022-9-23,Perrigo (PRGO) Down 8.2% Since Last Earnings Report: Can It Rebound?,Zacks,https://finance.yahoo.com/news/perrigo-prgo-down-8-2-153003910.html,1662651003,STORY
6435e9b1-9e0d-37ca-8692-fd3b7cf88ace,PRGO,2022-9-23,Is Perrigo (PRGO) a Smart Investment Choice?,Insider Monkey,https://finance.yahoo.com/news/perrigo-prgo-smart-investment-choice-180523458.html,1661191523,STORY
12ae6a12-9861-35d2-b841-5e9401dfa1c2,PRGO,2022-9-24,FDA Panel to Review Perrigo's (PRGO) OTC Birth Control Pill,Zacks,https://finance.yahoo.com/news/fda-panel-review-perrigos-prgo-152403616.html,1663082643,STORY
77be9816-6902-3d5c-927e-aa1ab3a1a433,PRGO,2022-9-24,FDA Schedules AdComm Review For First Over The Counter Birth Control Pill,Benzinga,https://finance.yahoo.com/news/fda-schedules-adcomm-review-first-104003330.html,1663065603,STORY
9f60f6d7-fa67-3894-b834-f7a13e1a8fbd,PRGO,2022-9-24,UPDATE 1-U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/1-u-fda-review-perrigos-162118290.html,1662999678,STORY
915076f4-52ae-39a4-865b-42bff4c80288,PRGO,2022-9-24,U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/u-fda-review-perrigos-birth-144005201.html,1662993605,STORY
46388b85-44b1-37a0-88fe-33adc94beee8,PRGO,2022-9-24,FDA schedules advisory meeting to discuss over-the-counter birth control,MarketWatch,https://finance.yahoo.com/m/46388b85-44b1-37a0-88fe-33adc94beee8/fda-schedules-advisory.html,1662992702,STORY
b63f98a9-5c57-30dd-bf65-c25b99b1f403,PRGO,2022-9-24,PERRIGO ANNOUNCES JOINT FDA ADVISORY COMMITTEE TO REVIEW OPILL® DAILY ORAL CONTRACEPTIVE FOR OVER-THE-COUNTER (OTC) USE,PR Newswire,https://finance.yahoo.com/news/perrigo-announces-joint-fda-advisory-133200401.html,1662989520,STORY
de25d743-8bd2-375e-a8fa-e4050b6f0894,PRGO,2022-9-24,Perrigo (PRGO) Down 8.2% Since Last Earnings Report: Can It Rebound?,Zacks,https://finance.yahoo.com/news/perrigo-prgo-down-8-2-153003910.html,1662651003,STORY
6435e9b1-9e0d-37ca-8692-fd3b7cf88ace,PRGO,2022-9-24,Is Perrigo (PRGO) a Smart Investment Choice?,Insider Monkey,https://finance.yahoo.com/news/perrigo-prgo-smart-investment-choice-180523458.html,1661191523,STORY
12ae6a12-9861-35d2-b841-5e9401dfa1c2,PRGO,2022-9-25,FDA Panel to Review Perrigo's (PRGO) OTC Birth Control Pill,Zacks,https://finance.yahoo.com/news/fda-panel-review-perrigos-prgo-152403616.html,1663082643,STORY
77be9816-6902-3d5c-927e-aa1ab3a1a433,PRGO,2022-9-25,FDA Schedules AdComm Review For First Over The Counter Birth Control Pill,Benzinga,https://finance.yahoo.com/news/fda-schedules-adcomm-review-first-104003330.html,1663065603,STORY
9f60f6d7-fa67-3894-b834-f7a13e1a8fbd,PRGO,2022-9-25,UPDATE 1-U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/1-u-fda-review-perrigos-162118290.html,1662999678,STORY
915076f4-52ae-39a4-865b-42bff4c80288,PRGO,2022-9-25,U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/u-fda-review-perrigos-birth-144005201.html,1662993605,STORY
46388b85-44b1-37a0-88fe-33adc94beee8,PRGO,2022-9-25,FDA schedules advisory meeting to discuss over-the-counter birth control,MarketWatch,https://finance.yahoo.com/m/46388b85-44b1-37a0-88fe-33adc94beee8/fda-schedules-advisory.html,1662992702,STORY
b63f98a9-5c57-30dd-bf65-c25b99b1f403,PRGO,2022-9-25,PERRIGO ANNOUNCES JOINT FDA ADVISORY COMMITTEE TO REVIEW OPILL® DAILY ORAL CONTRACEPTIVE FOR OVER-THE-COUNTER (OTC) USE,PR Newswire,https://finance.yahoo.com/news/perrigo-announces-joint-fda-advisory-133200401.html,1662989520,STORY
de25d743-8bd2-375e-a8fa-e4050b6f0894,PRGO,2022-9-25,Perrigo (PRGO) Down 8.2% Since Last Earnings Report: Can It Rebound?,Zacks,https://finance.yahoo.com/news/perrigo-prgo-down-8-2-153003910.html,1662651003,STORY
6435e9b1-9e0d-37ca-8692-fd3b7cf88ace,PRGO,2022-9-25,Is Perrigo (PRGO) a Smart Investment Choice?,Insider Monkey,https://finance.yahoo.com/news/perrigo-prgo-smart-investment-choice-180523458.html,1661191523,STORY
12ae6a12-9861-35d2-b841-5e9401dfa1c2,PRGO,2022-9-26,FDA Panel to Review Perrigo's (PRGO) OTC Birth Control Pill,Zacks,https://finance.yahoo.com/news/fda-panel-review-perrigos-prgo-152403616.html,1663082643,STORY
77be9816-6902-3d5c-927e-aa1ab3a1a433,PRGO,2022-9-26,FDA Schedules AdComm Review For First Over The Counter Birth Control Pill,Benzinga,https://finance.yahoo.com/news/fda-schedules-adcomm-review-first-104003330.html,1663065603,STORY
9f60f6d7-fa67-3894-b834-f7a13e1a8fbd,PRGO,2022-9-26,UPDATE 1-U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/1-u-fda-review-perrigos-162118290.html,1662999678,STORY
915076f4-52ae-39a4-865b-42bff4c80288,PRGO,2022-9-26,U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/u-fda-review-perrigos-birth-144005201.html,1662993605,STORY
46388b85-44b1-37a0-88fe-33adc94beee8,PRGO,2022-9-26,FDA schedules advisory meeting to discuss over-the-counter birth control,MarketWatch,https://finance.yahoo.com/m/46388b85-44b1-37a0-88fe-33adc94beee8/fda-schedules-advisory.html,1662992702,STORY
b63f98a9-5c57-30dd-bf65-c25b99b1f403,PRGO,2022-9-26,PERRIGO ANNOUNCES JOINT FDA ADVISORY COMMITTEE TO REVIEW OPILL® DAILY ORAL CONTRACEPTIVE FOR OVER-THE-COUNTER (OTC) USE,PR Newswire,https://finance.yahoo.com/news/perrigo-announces-joint-fda-advisory-133200401.html,1662989520,STORY
de25d743-8bd2-375e-a8fa-e4050b6f0894,PRGO,2022-9-26,Perrigo (PRGO) Down 8.2% Since Last Earnings Report: Can It Rebound?,Zacks,https://finance.yahoo.com/news/perrigo-prgo-down-8-2-153003910.html,1662651003,STORY
6435e9b1-9e0d-37ca-8692-fd3b7cf88ace,PRGO,2022-9-26,Is Perrigo (PRGO) a Smart Investment Choice?,Insider Monkey,https://finance.yahoo.com/news/perrigo-prgo-smart-investment-choice-180523458.html,1661191523,STORY
12ae6a12-9861-35d2-b841-5e9401dfa1c2,PRGO,2022-9-27,FDA Panel to Review Perrigo's (PRGO) OTC Birth Control Pill,Zacks,https://finance.yahoo.com/news/fda-panel-review-perrigos-prgo-152403616.html,1663082643,STORY
77be9816-6902-3d5c-927e-aa1ab3a1a433,PRGO,2022-9-27,FDA Schedules AdComm Review For First Over The Counter Birth Control Pill,Benzinga,https://finance.yahoo.com/news/fda-schedules-adcomm-review-first-104003330.html,1663065603,STORY
9f60f6d7-fa67-3894-b834-f7a13e1a8fbd,PRGO,2022-9-27,UPDATE 1-U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/1-u-fda-review-perrigos-162118290.html,1662999678,STORY
915076f4-52ae-39a4-865b-42bff4c80288,PRGO,2022-9-27,U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/u-fda-review-perrigos-birth-144005201.html,1662993605,STORY
46388b85-44b1-37a0-88fe-33adc94beee8,PRGO,2022-9-27,FDA schedules advisory meeting to discuss over-the-counter birth control,MarketWatch,https://finance.yahoo.com/m/46388b85-44b1-37a0-88fe-33adc94beee8/fda-schedules-advisory.html,1662992702,STORY
b63f98a9-5c57-30dd-bf65-c25b99b1f403,PRGO,2022-9-27,PERRIGO ANNOUNCES JOINT FDA ADVISORY COMMITTEE TO REVIEW OPILL® DAILY ORAL CONTRACEPTIVE FOR OVER-THE-COUNTER (OTC) USE,PR Newswire,https://finance.yahoo.com/news/perrigo-announces-joint-fda-advisory-133200401.html,1662989520,STORY
de25d743-8bd2-375e-a8fa-e4050b6f0894,PRGO,2022-9-27,Perrigo (PRGO) Down 8.2% Since Last Earnings Report: Can It Rebound?,Zacks,https://finance.yahoo.com/news/perrigo-prgo-down-8-2-153003910.html,1662651003,STORY
6435e9b1-9e0d-37ca-8692-fd3b7cf88ace,PRGO,2022-9-27,Is Perrigo (PRGO) a Smart Investment Choice?,Insider Monkey,https://finance.yahoo.com/news/perrigo-prgo-smart-investment-choice-180523458.html,1661191523,STORY
12ae6a12-9861-35d2-b841-5e9401dfa1c2,PRGO,2022-9-28,FDA Panel to Review Perrigo's (PRGO) OTC Birth Control Pill,Zacks,https://finance.yahoo.com/news/fda-panel-review-perrigos-prgo-152403616.html,1663082643,STORY
77be9816-6902-3d5c-927e-aa1ab3a1a433,PRGO,2022-9-28,FDA Schedules AdComm Review For First Over The Counter Birth Control Pill,Benzinga,https://finance.yahoo.com/news/fda-schedules-adcomm-review-first-104003330.html,1663065603,STORY
9f60f6d7-fa67-3894-b834-f7a13e1a8fbd,PRGO,2022-9-28,UPDATE 1-U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/1-u-fda-review-perrigos-162118290.html,1662999678,STORY
915076f4-52ae-39a4-865b-42bff4c80288,PRGO,2022-9-28,U.S. FDA to review Perrigo's birth control pill for OTC use in November,Reuters,https://finance.yahoo.com/news/u-fda-review-perrigos-birth-144005201.html,1662993605,STORY
46388b85-44b1-37a0-88fe-33adc94beee8,PRGO,2022-9-28,FDA schedules advisory meeting to discuss over-the-counter birth control,MarketWatch,https://finance.yahoo.com/m/46388b85-44b1-37a0-88fe-33adc94beee8/fda-schedules-advisory.html,1662992702,STORY
b63f98a9-5c57-30dd-bf65-c25b99b1f403,PRGO,2022-9-28,PERRIGO ANNOUNCES JOINT FDA ADVISORY COMMITTEE TO REVIEW OPILL® DAILY ORAL CONTRACEPTIVE FOR OVER-THE-COUNTER (OTC) USE,PR Newswire,https://finance.yahoo.com/news/perrigo-announces-joint-fda-advisory-133200401.html,1662989520,STORY
